"2018-01-01",2,"PSL","KÄP",12,0,5
"2018-01-01",2,"JR","LAA",0,-14,1
"2018-01-01",2,"JUT","LAA",0,-20,1
"2018-01-01",2,"MRL","LAV",12,0,2
"2018-01-01",2,"VKS","LAV",1,0,2
"2018-01-01",2,"LNÄ","LEN",3,0,2
"2018-01-01",2,"VMS","LEN",12,0,2
"2018-01-01",2,"HLT","LH",0,-23,1
"2018-01-01",2,"KYN","LIS",0,-12,1
"2018-01-01",2,"TU","LK",0,-13,1
"2018-01-01",2,"KAU","LLH",0,-6,1
"2018-01-01",2,"PKO","LMK",0,-74,1
"2018-01-01",2,"ASO","LNÄ",3,0,2
"2018-01-01",2,"LEN","LNÄ",10,0,2
"2018-01-01",2,"MRL","LOH",0,0,2
"2018-01-01",2,"MYR","LOH",12,0,2
"2018-01-01",2,"KIL","LPV",1,-5,2
"2018-01-01",2,"MÄK","LPV",4,0,2
"2018-01-01",2,"VTR","LPÄ",0,-17,1
"2018-01-01",2,"ITA","LTS",0,-32,2
"2018-01-01",2,"KLH","MAS",2,0,2
"2018-01-01",2,"VKH","MAS",0,0,2
"2018-01-01",2,"LPÄ","MAT",0,-18,1
"2018-01-01",2,"RLÄ","MD",0,-77,1
"2018-01-01",2,"PMK","ML",12,0,4
"2018-01-01",2,"TNA","ML",11,0,4
"2018-01-01",2,"JUT","MLA",0,-15,1
"2018-01-01",2,"OI","MLA",0,-19,1
"2018-01-01",2,"KAN","MLO",12,0,2
"2018-01-01",2,"MYR","MLO",0,0,2
"2018-01-01",2,"LAV","MRL",1,0,2
"2018-01-01",2,"LOH","MRL",12,0,2
"2018-01-01",2,"KOO","MSS",0,-5,1
"2018-01-01",2,"KVU","MUL",0,-9,1
"2018-01-01",2,"LOH","MYR",0,0,2
"2018-01-01",2,"MLO","MYR",12,0,2
"2018-01-01",2,"LPV","MÄK",1,-6,2
"2018-01-01",2,"PJM","MÄK",2,0,2
"2018-01-01",2,"SIU","NOA",0,-9,1
"2018-01-01",2,"VLH","NSL",0,-25,1
"2018-01-01",2,"HAS","OI",0,-19,1
"2018-01-01",2,"MLA","OI",0,-15,1
"2018-01-01",2,"KÄP","OLK",12,0,5
"2018-01-01",2,"PMK","OLK",12,0,4
"2018-01-01",2,"MÄK","PJM",1,-7,3
"2018-01-01",2,"VMO","PJM",2,0,2
"2018-01-01",2,"VJR","PKK",0,-73,1
"2018-01-01",2,"PKK","PKO",0,-74,1
"2018-01-01",2,"TKL","PLA",12,0,4
"2018-01-01",2,"TNA","PLA",12,0,4
"2018-01-01",2,"HY","PLP",0,0,1
"2018-01-01",2,"JK","PLP",11,0,1
"2018-01-01",2,"ML","PMK",10,0,4
"2018-01-01",2,"OLK","PMK",11,0,4
"2018-01-01",2,"HPL","POH",2,0,2
"2018-01-01",2,"KAN","POH",0,0,2
"2018-01-01",2,"LTS","PRL",0,-33,2
"2018-01-01",2,"HKI","PSL",2,0,4
"2018-01-01",2,"ILA","PSL",0,-8,4
"2018-01-01",2,"KÄP","PSL",11,0,3
"2018-01-01",2,"JK","PUR",0,-1,1
"2018-01-01",2,"SAU","PUR",13,0,1
"2018-01-01",2,"V593","RI",0,-10,1
"2018-01-01",2,"RI","RILA",0,-16,1
"2018-01-01",2,"RILA","RIT",0,-14,1
"2018-01-01",2,"IMT","RJÄ",0,-17,1
"2018-01-01",2,"HNA","RKL",1,0,2
"2018-01-01",2,"KVY","RKL",12,0,2
"2018-01-01",2,"KIS","RLÄ",0,-76,1
"2018-01-01",2,"AVP","RSM",1,0,2
"2018-01-01",2,"KTÖ","RSM",12,0,2
"2018-01-01",2,"LK","RY",0,-14,1
"2018-01-01",2,"RY","SAM",0,-14,1
"2018-01-01",2,"JP","SAU",13,0,1
"2018-01-01",2,"PUR","SAU",0,-1,1
"2018-01-01",2,"KE","SAV",0,0,2
"2018-01-01",2,"KRS","SAV",12,0,2
"2018-01-01",2,"SNM","SIU",0,-9,1
"2018-01-01",2,"KRU","SNM",0,-9,1
"2018-01-01",2,"RJÄ","SPL",0,-21,1
"2018-01-01",2,"HJ","SPÄ",0,-16,1
"2018-01-01",2,"HKH","TKL",10,0,5
"2018-01-01",2,"PLA","TKL",15,0,4
"2018-01-01",2,"VIA","TL",0,-19,1
"2018-01-01",2,"ML","TNA",10,0,4
"2018-01-01",2,"PLA","TNA",12,0,4
"2018-01-01",2,"HEK","TOL",1,0,2
"2018-01-01",2,"KKN","TOL",3,0,2
"2018-01-01",2,"HR","TOM",0,-22,1
"2018-01-01",2,"EPO","TRL",0,-3,2
"2018-01-01",2,"KVH","TRL",2,0,1
"2018-01-01",2,"TÖR","TRV",0,-5,1
"2018-01-01",2,"HRV","TU",0,-35,2
"2018-01-01",2,"KTÖ","VEH",1,0,2
"2018-01-01",2,"VKS","VEH",12,0,2
"2018-01-01",2,"SPÄ","VHJ",0,-17,1
"2018-01-01",2,"MAT","VIA",0,-18,1
"2018-01-01",2,"KU","VIN",0,-30,2
"2018-01-01",2,"RMA","VJO",18,0,1
"2018-01-01",2,"STÖ","VJR",0,-80,1
"2018-01-01",2,"JRS","VKH",1,0,2
"2018-01-01",2,"MAS","VKH",1,0,2
"2018-01-01",2,"LAV","VKS",12,0,2
"2018-01-01",2,"VEH","VKS",1,0,2
"2018-01-01",2,"LH","VLH",0,-24,1
"2018-01-01",2,"HPL","VMO",3,0,2
"2018-01-01",2,"PJM","VMO",0,-7,2
"2018-01-01",2,"AVP","VMS",16,0,3
"2018-01-01",2,"LEN","VMS",1,0,2
"2018-01-01",2,"LIS","VSL",0,-12,1
"2018-01-01",2,"MD","YLV",0,-80,1
"2018-01-01",3,"KYT","AIN",7,0,1
"2018-01-01",3,"HY","ARP",11,0,1
"2018-01-01",3,"RI","ARP",5,0,1
"2018-01-01",3,"RIT","ARP",0,-32,1
"2018-01-01",3,"HVK","ASO",2,0,1
"2018-01-01",3,"LNÄ","ASO",0,0,2
"2018-01-01",3,"RSM","AVP",1,0,1
"2018-01-01",3,"VMS","AVP",1,0,1
"2018-01-01",3,"UIM","ENO",0,-14,1
"2018-01-01",3,"KLH","EPO",3,-2,2
"2018-01-01",3,"TRL","EPO",6,0,2
"2018-01-01",3,"JRS","HEK",5,0,2
"2018-01-01",3,"TOL","HEK",4,0,2
"2018-01-01",3,"KV","HJ",0,-20,1
"2018-01-01",3,"HVK","HKH",2,0,3
"2018-01-01",3,"TKL","HKH",8,0,2
"2018-01-01",3,"PSL","HKI",9,-9,8
"2018-01-01",3,"SKÄ","HKO",0,-8,1
"2018-01-01",3,"VHJ","HLS",0,-43,2
"2018-01-01",3,"KRS","HNA",0,0,1
"2018-01-01",3,"RKL","HNA",8,0,2
"2018-01-01",3,"VMA","HNO",21,0,1
"2018-01-01",3,"V001","HOS",0,-2,1
"2018-01-01",3,"KHK","HPL",2,0,2
"2018-01-01",3,"POH","HPL",1,0,1
"2018-01-01",3,"VMO","HPL",0,-9,2
"2018-01-01",3,"ASO","HVK",0,0,2
"2018-01-01",3,"HKH","HVK",12,0,3
"2018-01-01",3,"KVY","HVK",0,0,1
"2018-01-01",3,"TKP","HVN",60,0,1
"2018-01-01",3,"JVS","HVS",4,0,1
"2018-01-01",3,"ARP","HY",7,0,1
"2018-01-01",3,"PLP","HY",9,0,1
"2018-01-01",3,"KHK","ILA",0,-8,4
"2018-01-01",3,"PSL","ILA",2,0,2
"2018-01-01",3,"PUR","JK",11,0,1
"2018-01-01",3,"AIN","JP",8,0,1
"2018-01-01",3,"HEK","JRS",2,0,2
"2018-01-01",3,"VKH","JRS",5,0,2
"2018-01-01",3,"MKA","KA",0,-27,1
"2018-01-01",3,"MLO","KAN",2,0,1
"2018-01-01",3,"POH","KAN",1,0,1
"2018-01-01",3,"NOA","KAU",4,0,1
"2018-01-01",3,"SAV","KE",7,0,2
"2018-01-01",3,"KIL","KEA",2,0,1
"2018-01-01",3,"KNI","KEA",3,-5,2
